dmu_id,farmer_id,year,variety,operation_label,factor_group,active_substance,product,dose_kg_ha,covered_area_ha,dmu_area_ha,dmu_production_t,active_substance_kg_total,active_substance_kg_ha,active_substance_kg_tonne
C1_2022,C1,2022,Leonardo,herbicide,herbicide,Profoxydim,Profistar,0.15,1.6,45.92,203.64180000000002,0.24,0.005226480836236933,0.0011785399657634138
C1_2022,C1,2022,Leonardo,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,1.6,45.92,203.64180000000002,0.048,0.0010452961672473868,0.00023570799315268277
C1_2022,C1,2022,JSendra,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,4.3,45.92,203.64180000000002,0.129,0.002809233449477352,0.000633465231597835
C1_2022,C1,2022,JSendra,herbicide,herbicide,Profoxydim,Profistar,0.15,4.3,45.92,203.64180000000002,0.6449999999999999,0.014046167247386757,0.0031673261579891745
C1_2022,C1,2022,PVL 136 IT,herbicide,herbicide,Cycloxydim,Verresta,0.25,4.74,45.92,203.64180000000002,1.185,0.02580574912891986,0.005819041080956856
C1_2022,C1,2022,Ronaldo,pesticide,pesticide_insecticide,Flonicamid,Teppeki,0.12,15.48,45.92,203.64180000000002,1.8576,0.040452961672473864,0.009121899335008824
C1_2022,C1,2022,Sprint,pesticide,pesticide_insecticide,Flonicamid,Teppeki,0.12,18.3,45.92,203.64180000000002,2.196,0.047822299651567944,0.010783640686735239
C1_2022,C1,2022,JSendra,pesticide,pesticide_insecticide,Flonicamid,Teppeki,0.12,4.3,45.92,203.64180000000002,0.516,0.011236933797909408,0.00253386092639134
C1_2023,C1,2023,Leonardo,herbicide,herbicide,Benzobicyclon,Avanza,0.3,28.4,45.51,196.7616,8.52,0.1872116018457482,0.04330113192818111
C1_2023,C1,2023,Corimbo,herbicide,herbicide,Benzobicyclon,Avanza,0.3,4.01,45.51,196.7616,1.2029999999999998,0.026433750823994726,0.006113997853239656
C1_2023,C1,2023,PVL 136 IT,herbicide,herbicide,Benzobicyclon,Avanza,0.3,4.1,45.51,196.7616,1.2299999999999998,0.02702702702702702,0.006251219750195159
C1_2023,C1,2023,Telemaco,herbicide,herbicide,Benzobicyclon,Avanza,0.3,9.0,45.51,196.7616,2.6999999999999997,0.05932762030323006,0.013722189695550351
C1_2023,C1,2023,Leonardo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,28.4,45.51,196.7616,4.544,0.09984618765106569,0.023093937028363258
C1_2023,C1,2023,Corimbo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,4.01,45.51,196.7616,0.6416,0.014098000439463854,0.00326079885506115
C1_2023,C1,2023,Telemaco,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,9.0,45.51,196.7616,1.44,0.03164139749505603,0.007318501170960188
C1_2023,C1,2023,Leonardo,herbicide,herbicide,Profoxydim,Aura,0.15,28.4,45.51,196.7616,4.26,0.0936058009228741,0.021650565964090554
C1_2023,C1,2023,Corimbo,herbicide,herbicide,Profoxydim,Aura,0.15,4.01,45.51,196.7616,0.6014999999999999,0.013216875411997363,0.003056998926619828
C1_2023,C1,2023,Telemaco,herbicide,herbicide,Profoxydim,Aura,0.15,9.0,45.51,196.7616,1.3499999999999999,0.02966381015161503,0.0068610948477751755
C1_2023,C1,2023,Leonardo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,28.4,45.51,196.7616,0.852,0.018721160184574818,0.004330113192818111
C1_2023,C1,2023,Corimbo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,4.01,45.51,196.7616,0.12029999999999999,0.0026433750823994726,0.0006113997853239657
C1_2023,C1,2023,Telemaco,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,9.0,45.51,196.7616,0.27,0.0059327620303230065,0.0013722189695550354
C1_2023,C1,2023,Leonardo,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,28.4,45.51,196.7616,0.852,0.018721160184574818,0.004330113192818111
C1_2023,C1,2023,Telemaco,herbicide,herbicide,MCPA,Herbinexa,0.5,9.0,45.51,196.7616,4.5,0.0988793671720501,0.022870316159250587
C1_2023,C1,2023,Telemaco,herbicide,herbicide,Bentazone,Baza,0.96,9.0,45.51,196.7616,8.64,0.1898483849703362,0.04391100702576113
C1_2023,C1,2023,PVL 136 IT,herbicide,herbicide,Cycloxydim,Verresta,0.25,4.1,45.51,196.7616,1.025,0.02252252252252252,0.0052093497918293
C1_2023,C1,2023,PVL 136 IT,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,4.1,45.51,196.7616,0.12299999999999998,0.0027027027027027024,0.0006251219750195159
C1_2023,C1,2023,PVL 136 IT,herbicide,herbicide,Cycloxydim,Verresta,0.25,4.1,45.51,196.7616,1.025,0.02252252252252252,0.0052093497918293
C1_2023,C1,2023,PVL 136 IT,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,4.1,45.51,196.7616,0.12299999999999998,0.0027027027027027024,0.0006251219750195159
C1_2023,C1,2023,Leonardo,pesticide,pesticide_insecticide,Flonicamid,Afinto,0.12,28.4,45.51,196.7616,3.408,0.07488464073829927,0.017320452771272445
C1_2024,C1,2024,Leonardo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,14.21,45.51,227.7032,2.2736,0.04995825093386069,0.009984927748050971
C1_2024,C1,2024,Ronaldo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,8.42,45.51,227.7032,1.3472,0.02960228521204131,0.005916473725446106
C1_2024,C1,2024,Leonardo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,14.21,45.51,227.7032,0.4263,0.00936717205009888,0.0018721739527595572
C1_2024,C1,2024,Ronaldo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,8.42,45.51,227.7032,0.2526,0.005550428477257746,0.001109338823521145
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,MCPA,Herbinexa,0.5,6.31,45.51,227.7032,3.155,0.06932542298395956,0.013855756089505986
C1_2024,C1,2024,Diva PV,herbicide,herbicide,MCPA,Herbinexa,0.5,11.84,45.51,227.7032,5.92,0.13008130081300814,0.025998756275713297
C1_2024,C1,2024,Formula PV,herbicide,herbicide,MCPA,Herbinexa,0.5,4.73,45.51,227.7032,2.365,0.05196660074708856,0.01038632746487533
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,Bentazone,Baza,0.96,6.31,45.51,227.7032,6.057599999999999,0.13310481212920236,0.026603051691851492
C1_2024,C1,2024,Diva PV,herbicide,herbicide,Bentazone,Baza,0.96,11.84,45.51,227.7032,11.366399999999999,0.24975609756097558,0.04991761204936952
C1_2024,C1,2024,Formula PV,herbicide,herbicide,Bentazone,Baza,0.96,4.73,45.51,227.7032,4.5408,0.09977587343441002,0.01994174873256063
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,Cycloxydim,Verresta,0.25,6.31,45.51,227.7032,1.5775,0.03466271149197978,0.006927878044752993
C1_2024,C1,2024,Diva PV,herbicide,herbicide,Cycloxydim,Verresta,0.25,11.84,45.51,227.7032,2.96,0.06504065040650407,0.012999378137856649
C1_2024,C1,2024,Formula PV,herbicide,herbicide,Cycloxydim,Verresta,0.25,4.73,45.51,227.7032,1.1825,0.02598330037354428,0.005193163732437665
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,6.31,45.51,227.7032,1.0096,0.022184135354867063,0.004433841948641917
C1_2024,C1,2024,Diva PV,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,11.84,45.51,227.7032,1.8944,0.04162601626016261,0.008319602008228255
C1_2024,C1,2024,Formula PV,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,4.73,45.51,227.7032,0.7568000000000001,0.016629312239068342,0.0033236247887601057
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,6.31,45.51,227.7032,0.18929999999999997,0.004159525379037574,0.0008313453653703591
C1_2024,C1,2024,Diva PV,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,11.84,45.51,227.7032,0.35519999999999996,0.007804878048780487,0.0015599253765427976
C1_2024,C1,2024,Formula PV,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,4.73,45.51,227.7032,0.1419,0.003117996044825313,0.0006231796478925197
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,Cycloxydim,Verresta,0.25,6.31,45.51,227.7032,1.5775,0.03466271149197978,0.006927878044752993
C1_2024,C1,2024,Diva PV,herbicide,herbicide,Cycloxydim,Verresta,0.25,11.84,45.51,227.7032,2.96,0.06504065040650407,0.012999378137856649
C1_2024,C1,2024,Formula PV,herbicide,herbicide,Cycloxydim,Verresta,0.25,4.73,45.51,227.7032,1.1825,0.02598330037354428,0.005193163732437665
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,6.31,45.51,227.7032,1.0096,0.022184135354867063,0.004433841948641917
C1_2024,C1,2024,Diva PV,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,11.84,45.51,227.7032,1.8944,0.04162601626016261,0.008319602008228255
C1_2024,C1,2024,Formula PV,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,4.73,45.51,227.7032,0.7568000000000001,0.016629312239068342,0.0033236247887601057
C1_2024,C1,2024,PVL 136 IT,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,6.31,45.51,227.7032,0.18929999999999997,0.004159525379037574,0.0008313453653703591
C1_2024,C1,2024,Diva PV,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,11.84,45.51,227.7032,0.35519999999999996,0.007804878048780487,0.0015599253765427976
C1_2024,C1,2024,Formula PV,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,4.73,45.51,227.7032,0.1419,0.003117996044825313,0.0006231796478925197
C1_2024,C1,2024,Leonardo,fungicide,fungicide,Trifloxystrobin,Flint,0.25,14.21,45.51,227.7032,3.5525,0.07805976708415734,0.015601449606329643
C2_2022,C2,2022,Ronaldo,herbicide,herbicide,Glyphosate,Montana,1.08,34.06,111.38000000000001,777.8801000000001,36.784800000000004,0.3302639612138625,0.04728852171433618
C2_2022,C2,2022,Gládio,herbicide,herbicide,Glyphosate,Montana,1.08,75.37,111.38000000000001,777.8801000000001,81.3996,0.7308277967319088,0.10464286205547615
C2_2022,C2,2022,Selénio,herbicide,herbicide,Glyphosate,Montana,1.08,1.95,111.38000000000001,777.8801000000001,2.106,0.018908242054228763,0.002707358113416193
C2_2022,C2,2022,Ronaldo,herbicide,herbicide,Profoxydim,Aura,0.15,34.06,111.38000000000001,777.8801000000001,5.109,0.045869994613036445,0.006567850238102246
C2_2022,C2,2022,Gládio,herbicide,herbicide,Profoxydim,Aura,0.15,75.37,111.38000000000001,777.8801000000001,11.3055,0.10150386065720955,0.014533730841038353
C2_2022,C2,2022,Selénio,herbicide,herbicide,Profoxydim,Aura,0.15,1.95,111.38000000000001,777.8801000000001,0.2925,0.002626144729753995,0.0003760219601966935
C2_2022,C2,2022,Ronaldo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,34.06,111.38000000000001,777.8801000000001,1.0218,0.00917399892260729,0.0013135700476204495
C2_2022,C2,2022,Gládio,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,75.37,111.38000000000001,777.8801000000001,2.2611,0.020300772131441908,0.0029067461682076704
C2_2022,C2,2022,Selénio,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,1.95,111.38000000000001,777.8801000000001,0.058499999999999996,0.000525228945950799,7.52043920393387e-05
C2_2022,C2,2022,Ronaldo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,34.06,111.38000000000001,777.8801000000001,5.4496,0.048927994253905545,0.007005706920642397
C2_2022,C2,2022,Gládio,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,75.37,111.38000000000001,777.8801000000001,12.0592,0.10827078470102353,0.015502646230440911
C2_2022,C2,2022,Selénio,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,1.95,111.38000000000001,777.8801000000001,0.312,0.002801221045070928,0.00040109009087647306
C2_2022,C2,2022,Gládio,herbicide,herbicide,Bentazone,Benta,0.96,5.0,111.38000000000001,777.8801000000001,4.8,0.04309570838570659,0.00617061678271497
C2_2022,C2,2022,Gládio,pesticide,pesticide_insecticide,Flonicamid,Teppeki,0.12,20.0,111.38000000000001,777.8801000000001,2.4,0.021547854192853294,0.003085308391357485
C2_2023,C2,2023,Ronaldo,herbicide,herbicide,Benzobicyclon,Avanza,0.3,45.5,115.21,1003.1591999999999,13.65,0.1184792986719903,0.013607012725397924
C2_2023,C2,2023,Ronaldo,herbicide,herbicide,Sodium lauryl ether diglycol sulfate,Biopower,0.14,28.0,115.21,1003.1591999999999,3.9200000000000004,0.03402482423400747,0.003907654936524532
C2_2023,C2,2023,Ronaldo,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,45.5,115.21,1003.1591999999999,1.365,0.011847929867199028,0.0013607012725397924
C2_2023,C2,2023,Ronaldo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,45.5,115.21,1003.1591999999999,1.365,0.011847929867199028,0.0013607012725397924
C2_2023,C2,2023,Selénio,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,2.22,115.21,1003.1591999999999,0.3552,0.003083065706101901,0.00035408138608508004
C2_2023,C2,2023,Ronaldo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,45.5,115.21,1003.1591999999999,7.28,0.06318895929172816,0.00725707345354556
C2_2023,C2,2023,Leonardo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,67.49,115.21,1003.1591999999999,10.798399999999999,0.09372797500216995,0.010764393129226148
C2_2023,C2,2023,Selénio,herbicide,herbicide,Profoxydim,Aura,0.15,2.22,115.21,1003.1591999999999,0.333,0.0028903740994705323,0.00033195129945476256
C2_2023,C2,2023,Ronaldo,herbicide,herbicide,Profoxydim,Aura,0.15,45.5,115.21,1003.1591999999999,6.825,0.05923964933599515,0.006803506362698962
C2_2023,C2,2023,Leonardo,herbicide,herbicide,Profoxydim,Aura,0.15,67.49,115.21,1003.1591999999999,10.123499999999998,0.08786997656453431,0.010091618558649514
C2_2023,C2,2023,Selénio,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,2.22,115.21,1003.1591999999999,0.0666,0.0005780748198941065,6.639025989095252e-05
C2_2023,C2,2023,Ronaldo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,45.5,115.21,1003.1591999999999,1.365,0.011847929867199028,0.0013607012725397924
C2_2023,C2,2023,Leonardo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,67.49,115.21,1003.1591999999999,2.0246999999999997,0.017573995312906866,0.0020183237117299027
C2_2023,C2,2023,Leonardo,pesticide,pesticide_insecticide,Flonicamid,Afinto,0.12,67.49,115.21,1003.1591999999999,8.098799999999999,0.07029598125162746,0.00807329484691961
C2_2024,C2,2024,Ibérico,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,15.62,120.72,892.1208,2.4992,0.020702451954937046,0.0028014143376098844
C2_2024,C2,2024,Leonardo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,4.4,120.72,892.1208,0.7040000000000001,0.00583167660702452,0.000789130799326728
C2_2024,C2,2024,Ronaldo,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,90.7,120.72,892.1208,14.512,0.12021206096752816,0.01626685534066687
C2_2024,C2,2024,Selénio,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,2.5,120.72,892.1208,0.4,0.003313452617627568,0.0004483697723447318
C2_2024,C2,2024,Ibérico,herbicide,herbicide,Profoxydim,Aura,0.15,15.62,120.72,892.1208,2.343,0.01940854870775348,0.0026263259415092665
C2_2024,C2,2024,Leonardo,herbicide,herbicide,Profoxydim,Aura,0.15,4.4,120.72,892.1208,0.66,0.0054671968190854875,0.0007398101243688075
C2_2024,C2,2024,Ronaldo,herbicide,herbicide,Profoxydim,Aura,0.15,90.7,120.72,892.1208,13.605,0.11269880715705766,0.01525017688187519
C2_2024,C2,2024,Selénio,herbicide,herbicide,Profoxydim,Aura,0.15,2.5,120.72,892.1208,0.375,0.003106361829025845,0.00042034666157318604
C2_2024,C2,2024,Ibérico,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,15.62,120.72,892.1208,0.46859999999999996,0.0038817097415506955,0.0005252651883018532
C2_2024,C2,2024,Leonardo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,4.4,120.72,892.1208,0.132,0.0010934393638170974,0.0001479620248737615
C2_2024,C2,2024,Ronaldo,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,90.7,120.72,892.1208,2.721,0.022539761431411533,0.003050035376375038
C2_2024,C2,2024,Selénio,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,2.5,120.72,892.1208,0.075,0.000621272365805169,8.40693323146372e-05
C2_2024,C2,2024,Formula PV,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,7.5,120.72,892.1208,1.2,0.009940357852882704,0.0013451093170341953
C2_2024,C2,2024,Formula PV,herbicide,herbicide,Cycloxydim,Verresta,0.25,7.5,120.72,892.1208,1.875,0.015531809145129225,0.0021017333078659304
C2_2024,C2,2024,Formula PV,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,7.5,120.72,892.1208,0.22499999999999998,0.0018638170974155067,0.0002522079969439116
C2_2024,C2,2024,Formula PV,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,7.5,120.72,892.1208,1.2,0.009940357852882704,0.0013451093170341953
C2_2024,C2,2024,Formula PV,herbicide,herbicide,Cycloxydim,Verresta,0.25,7.5,120.72,892.1208,1.875,0.015531809145129225,0.0021017333078659304
C2_2024,C2,2024,Formula PV,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,7.5,120.72,892.1208,0.22499999999999998,0.0018638170974155067,0.0002522079969439116
C3_2022,C3,2022,Sprint,herbicide,herbicide,Profoxydim,Aura,0.15,26.31,114.53999999999999,496.2327,3.9464999999999995,0.034455212152959665,0.007952922086754861
C3_2022,C3,2022,Telemaco,herbicide,herbicide,Profoxydim,Aura,0.15,36.57,114.53999999999999,496.2327,5.4855,0.04789156626506025,0.01105428965080294
C3_2022,C3,2022,Selénio,herbicide,herbicide,Profoxydim,Aura,0.15,27.89,114.53999999999999,496.2327,4.1834999999999996,0.036524358302776325,0.00843052060051665
C3_2022,C3,2022,JSendra,herbicide,herbicide,Profoxydim,Aura,0.15,23.77,114.53999999999999,496.2327,3.5654999999999997,0.03112886327920377,0.007185137134251732
C3_2022,C3,2022,Sprint,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,26.31,114.53999999999999,496.2327,4.2096,0.03675222629649031,0.008483116892538521
C3_2022,C3,2022,Telemaco,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,36.57,114.53999999999999,496.2327,5.8512,0.051084337349397595,0.011791242294189803
C3_2022,C3,2022,Selénio,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,27.89,114.53999999999999,496.2327,4.462400000000001,0.03895931552296142,0.008992555307217764
C3_2022,C3,2022,JSendra,herbicide,herbicide,Methyl oleate + methyl palmitate,Dash HC,0.16,23.77,114.53999999999999,496.2327,3.8032,0.033204120831150694,0.007664146276535181
C3_2022,C3,2022,Sprint,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,26.31,114.53999999999999,496.2327,0.7892999999999999,0.006891042430591933,0.0015905844173509723
C3_2022,C3,2022,Telemaco,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,36.57,114.53999999999999,496.2327,1.0971,0.009578313253012049,0.002210857930160588
C3_2022,C3,2022,Selénio,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,27.89,114.53999999999999,496.2327,0.8367,0.007304871660555265,0.0016861041201033304
C3_2022,C3,2022,JSendra,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,23.77,114.53999999999999,496.2327,0.7131,0.006225772655840754,0.0014370274268503465
C3_2022,C3,2022,Sprint,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,4.6,114.53999999999999,496.2327,0.13799999999999998,0.0012048192771084336,0.00027809533712711796
C3_2022,C3,2022,Telemaco,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,6.4,114.53999999999999,496.2327,0.192,0.001676270298585647,0.00038691525165512067
C3_2022,C3,2022,Selénio,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,4.9,114.53999999999999,496.2327,0.147,0.001283394447354636,0.00029623198954845174
C3_2022,C3,2022,JSendra,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,4.1,114.53999999999999,496.2327,0.12299999999999998,0.00107386066003143,0.00024786758309156166
C3_2022,C3,2022,Sprint,herbicide,herbicide,Azimsulfuron,Gulliver,0.04,1.8,114.53999999999999,496.2327,0.07200000000000001,0.0006286013619696177,0.00014509321937067026
C3_2022,C3,2022,Telemaco,herbicide,herbicide,Azimsulfuron,Gulliver,0.04,2.6,114.53999999999999,496.2327,0.10400000000000001,0.0009079797450672255,0.0002095790946465237
C3_2022,C3,2022,Selénio,herbicide,herbicide,Azimsulfuron,Gulliver,0.04,1.9,114.53999999999999,496.2327,0.076,0.0006635236598568186,0.00015315395378015192
C3_2022,C3,2022,JSendra,herbicide,herbicide,Azimsulfuron,Gulliver,0.04,1.7,114.53999999999999,496.2327,0.068,0.0005936790640824167,0.00013703248496118857
C3_2022,C3,2022,Sprint,herbicide,herbicide,MCPA,Herbinexa,0.5,6.9,114.53999999999999,496.2327,3.45,0.030120481927710847,0.00695238342817795
C3_2022,C3,2022,Telemaco,herbicide,herbicide,MCPA,Herbinexa,0.5,9.6,114.53999999999999,496.2327,4.8,0.041906757464641176,0.009672881291378017
C3_2022,C3,2022,Selénio,herbicide,herbicide,MCPA,Herbinexa,0.5,7.3,114.53999999999999,496.2327,3.65,0.031866596822070895,0.007355420148652033
C3_2022,C3,2022,JSendra,herbicide,herbicide,MCPA,Herbinexa,0.5,6.2,114.53999999999999,496.2327,3.1,0.02706478086258076,0.006247069167348303
C3_2022,C3,2022,Sprint,herbicide,herbicide,Bentazone,Baza,0.96,26.31,114.53999999999999,496.2327,25.257599999999996,0.22051335777894185,0.05089870135523111
C3_2022,C3,2022,Telemaco,herbicide,herbicide,Bentazone,Baza,0.96,36.57,114.53999999999999,496.2327,35.1072,0.30650602409638555,0.07074745376513882
C3_2022,C3,2022,Selénio,herbicide,herbicide,Bentazone,Baza,0.96,27.89,114.53999999999999,496.2327,26.7744,0.23375589313776848,0.05395533184330657
C3_2022,C3,2022,JSendra,herbicide,herbicide,Bentazone,Baza,0.96,23.77,114.53999999999999,496.2327,22.8192,0.19922472498690413,0.04598487765921109
C3_2023,C3,2023,Selénio,herbicide,herbicide,Sodium lauryl ether diglycol sulfate,Biopower,0.14,4.5,112.23,639.8522,0.6300000000000001,0.005613472333600642,0.0009846023816125038
C3_2023,C3,2023,Telemaco,herbicide,herbicide,Sodium lauryl ether diglycol sulfate,Biopower,0.14,4.5,112.23,639.8522,0.6300000000000001,0.005613472333600642,0.0009846023816125038
C3_2023,C3,2023,Selénio,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,38.96,112.23,639.8522,1.1688,0.010414327719861,0.0018266718470296734
C3_2023,C3,2023,Telemaco,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,38.89,112.23,639.8522,1.1667,0.010395616145415664,0.001823389839090965
C3_2023,C3,2023,Leonardo,herbicide,herbicide,Bispyribac-sodium,Nominee,0.03,34.38,112.23,639.8522,1.0314,0.009190056134723337,0.001611934756182756
C3_2023,C3,2023,Selénio,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,38.96,112.23,639.8522,1.1688,0.010414327719861,0.0018266718470296734
C3_2023,C3,2023,Telemaco,herbicide,herbicide,Florpyrauxifen-benzyl,Loyant,0.03,38.89,112.23,639.8522,1.1667,0.010395616145415664,0.001823389839090965
